IDACUIFERO,Titular,Título,Uso,Autoridad que emite el acto,Fecha de registro,Volumen de extracción de aguas nacionales (m3/a?o),Número de anexos de aguas superficiales,Volumen de aguas superficiales (m3/a?o):,Número de anexos de aguas subterráneas,Volumen de aguas subterráneas (m3/a?o):,Número de anexos de descarga:,Volumen de descarga (m3/día):,Número de anexos de zonas federales:,Superficie (m2):
831,RICARDO ANTONIO CHAVEZ CADENA,06CHI127922/24AMGE99,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36354,80000,0,0,1,80000,0,0,0,0
831,DOMINGO CASTRO PEREDA,06CHI120371/24CMGE98,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,36353,5000,0,0,1,5000,0,0,0,0
831,JOSEFINA TERESA GOMEZ ARRIAGA,06CHI120375/24AMGE98,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36353,270000,0,0,1,270000,0,0,0,0
831,EVERARDO ALFONSO LUJAN SAENZ,06CHI121174/24AMDL18,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36353,16000,0,0,1,16000,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: RANCHO EL MIMBRE",06CHI126061/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: EL ANCON",06CHI126066/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: RANCHO CRUZ MARQUEZ",06CHI126077/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: RANCHO EL DURAZNO",06CHI126080/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: CAMPAMENTO LAS VIRGENES",06CHI126082/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: RANCHO VICENTE LICON",06CHI126124/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: RANCHO ALBINO",06CHI126126/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: GRANJA HILDA",06CHI126136/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: LOS PINABETES",06CHI126138/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: EL PE?ASCO",06CHI126139/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE JULIMES, LOC.: AGUA DULCE",06CHI126428/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE JULIMES, LOC.: EL ANTEOJO",06CHI126429/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: RANCHO VELSASAR TARANGO",06CHI126430/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: EL OJO DE LA MORITA",06CHI126432/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,ELIZABETH GOMEZ CASTILLO,CHI120361,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36353,264000,0,0,1,264000,0,0,0,0
831,EVARISTO JORGE MADERO MU?OZ,CHI120377,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36353,136200,0,0,2,136200,0,0,0,0
831,MARIA DE LA LUZ GAONA GARCIA,06CHI120373/24AMGE98,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36353,90000,0,0,1,90000,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: EL CONDOR",06CHI126069/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: EL FUNDADOR",06CHI126070/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: JOSE HERNANDEZ",06CHI126071/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: LOS ALEGRES",06CHI126072/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: RANCHO DE SANTIAGO",06CHI126078/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: R. EL FRESNO",06CHI126081/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: SAN ANTONIO",06CHI126120/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: RANCHO ARROYO ESCONDIDO",06CHI126125/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: SANTO NI?O (2)",06CHI126129/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: SAN MARTIN",06CHI126130/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: RANCHO LOS PINABETES",06CHI126132/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: EL LLANITO",06CHI126140/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: LA LABORCITA",06CHI126142/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE JULIMES, LOC.: EL ENTRONQUE",06CHI126412/24HMGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE JULIMES, LOC.: CALVILLO",06CHI126421/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE JULIMES, LOC.: EL CUATRO",06CHI126422/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: EL SAUCILLO",06CHI126431/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,RUBEN LOPEZ FLORES,06CHI120374/24APGE98,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36353,77600,0,0,1,77600,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: EX-HACIENDA CASA BLANCA",06CHI126068/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: RANCHO EL CIEN",06CHI126079/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: RANCHO SANTA CECILIA",06CHI126119/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: EL RECODO",06CHI126122/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: RANCHO FRIAS",06CHI126127/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: MARIA ISABEL",06CHI126137/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: LA CRUZ",06CHI126141/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE JULIMES, LOC.: RANCHO DE CRUZ VALLES",06CHI126414/24HMGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE JULIMES, LOC.: EL BECERRO",06CHI126417/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE JULIMES, LOC.: EL CARREJO",06CHI126418/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE JULIMES, LOC.: LA FLOR",06CHI126420/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE JULIMES, LOC.: RANCHO JUAN GOMEZ",06CHI126426/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,EJIDO MEOQUI; ESTEBAN SANCHEZ SAMANIEGO,06CHI120372/24AMGE98,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36353,240000,0,0,1,240000,0,0,0,0
831,GUSTAVO GALVAN JUAREZ,06CHI120376/24AMGE98,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36353,267520,0,0,1,267520,0,0,0,0
831,IRMA OLIVIA CHAVEZ GRADO,06CHI120380/24AMDL17,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36353,69680,0,0,1,69680,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: RANCHO EL JABALI",06CHI126062/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: EL GALLO",06CHI126065/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: LOS CASCABELES",06CHI126067/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: HACIENDA BACHIMBA",06CHI126073/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: RANCHO EL VALLE",06CHI126074/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: RANCHO COMEX",06CHI126075/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: RANCHO CORONADO",06CHI126076/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: RANCHO EL PINITO",06CHI126131/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: RANCHO EL NARANJO",06CHI126133/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: CLUB DE PESCA LOBINA NEGRA",06CHI126134/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: EL BAJIO",06CHI126135/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE JULIMES, LOC.: TIERRA BLANCA",06CHI126413/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE JULIMES, LOC.: EL MEZQUITE",06CHI126415/24HMGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE JULIMES, LOC.: RANCHO DIEZ DE MAYO",06CHI126419/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE JULIMES, LOC.: CERRO SOLO",06CHI126423/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE JULIMES, LOC.: LA COYOTA",06CHI126424/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE JULIMES, LOC.: EL APACHE",06CHI126425/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE JULIMES, LOC.: RANCHO LOS SANTOS",06CHI126427/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36353,2625,0,0,1,2625,0,0,0,0
831,EDHY GINER BENAVENTE,06CHI127770/24AMGE99,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,160000,0,0,1,160000,0,0,0,0
831,JAVIER FIERRO OLO?O,06CHI127864/24AMDL18,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,300000,0,0,1,300000,0,0,0,0
831,"ARROYO DE BACHINIVA, S.P.R. DE R.L. DE C.V.",06CHI127866/24AMDL07,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,208000,0,0,1,208000,0,0,0,0
831,"EJIDO LAS DELICIAS, GUADALUPE GOMEZ BUENO",06CHI127869/24APGE99,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,33560,0,0,1,33560,0,0,0,0
831,FERNANDO ERNESTO GARCIA SALGADO,06CHI127877/24AMGE99,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,60000,0,0,1,60000,0,0,0,0
831,"EJIDO CARBONERAS, SOTERO MENDOZA MERAZ",06CHI127885/24GPGE99,PECUARIO,DIRECCIÓN LOCAL CHIHUAHUA,36333,4570,0,0,1,4570,0,0,0,0
831,IRASEMA Y CARLOS CESAR CALDERON MEDRANO,06CHI127904/24AMGE99,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,140000,0,0,1,140000,0,0,0,0
831,LUIS RAUL GOMEZ DOMINGUEZ,06CHI127905/24APGE99,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,60000,0,0,1,60000,0,0,0,0
831,ENRIQUE VILLA GARCIA,06CHI127906/24CLGE99,DOMESTICO,DIRECCIÓN LOCAL CHIHUAHUA,36333,1250,0,0,1,1250,0,0,0,0
831,"EJIDO LOMA DE PEREZ, ISIDRO GARCIA VILLARREAL",06CHI127912/24GPGE99,PECUARIO,DIRECCIÓN LOCAL CHIHUAHUA,36333,2300,0,0,1,2300,0,0,0,0
831,SOCORRO SERGIO MORALES AGUILERA Y JESUS ROGELIO MORALES AGUILERA,06CHI127915/24AMDL10,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,100000,0,0,1,100000,0,0,0,0
831,JOSE GUADALUPE MARTINEZ GONZALEZ,CHI127908,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,45960,0,0,1,45960,0,0,0,0
831,BLANCA OLIVIA LICON PEREZ,06CHI127874/24AMGE99,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,198000,0,0,1,198000,0,0,0,0
831,"EJIDO LOMA DE PEREZ, JOSE LUIS PAYAN PEREZ",06CHI127891/24IMGE99,DIFERENTES USOS,DIRECCIÓN LOCAL CHIHUAHUA,36333,30000,0,0,1,30000,0,0,0,0
831,"SOCORRO RAMON, ANTONIO Y MANUEL LOYA SALCIDO",06CHI127907/24AQGE99,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,16765,0,0,1,16765,0,0,0,0
831,MARIA REFUGIO HEREDIA NU?EZ,CHI127871,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,200000,0,0,1,200000,0,0,0,0
831,LUIS PEREZ BUSTILLOS,CHI127898,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,200000,0,0,1,200000,0,0,0,0
831,JOSE PRIETO ORTIZ,CHI127914,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,400000,0,0,1,400000,0,0,0,0
831,USUARIOS EMPORIO NOGALERO A.C.,CHI127917,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,280000,0,0,1,280000,0,0,0,0
831,"EJIDO CARBONERAS, JESUS ANTONIO BALDERRAMA CORDERO",06CHI127826/24APGE99,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,24000,0,0,1,24000,0,0,0,0
831,JUNTA RURAL DE AGUA POTABLE Y SANEAMIENTO,06CHI127868/24HMGE99,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36333,40000,0,0,1,40000,0,0,0,0
831,LUIS ALFREDO GOMEZ CARRILLO,06CHI127873/24APGE99,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,3880,0,0,1,3880,0,0,0,0
831,FERNANDO ALARCON CHACON,06CHI127881/24APGE99,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,40000,0,0,1,40000,0,0,0,0
831,OSCAR ALBERTO LICON SALCIDO,06CHI127884/24AMGE99,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,69600,0,0,1,69600,0,0,0,0
831,JESUS RENE VILLALOBOS CANO,06CHI127894/24AMGE99,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,200000,0,0,1,200000,0,0,0,0
831,GUADALUPE LICON GARCIA,CHI127882,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,360000,0,0,1,360000,0,0,0,0
831,RAUL LICON GARCIA,CHI127883,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,183000,0,0,1,183000,0,0,0,0
831,EDUARDO ESPARZA LICON,06CHI127859/24AMGE99,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,88000,0,0,1,88000,0,0,0,0
831,"EJIDO LOMA DE PEREZ, FERNANDO PAYAN RODRIGUEZ",06CHI127909/24GPGE99,PECUARIO,DIRECCIÓN LOCAL CHIHUAHUA,36333,800,0,0,1,800,0,0,0,0
831,FIDEL EDUARDO MORENO TALAMANTES,06CHI127916/24AQGE99,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,79000,0,0,1,79000,0,0,0,0
831,OLIVIA PORTILLO GONZALEZ,CHI127862,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,149000,0,0,1,149000,0,0,0,0
831,VICTOR MANUEL ESPARZA PORTILLO,CHI127872,AGRICOLA,ORGANISMO DE CUENCA RÍO BRAVO,36333,406117,0,0,1,406117,0,0,0,0
831,"EJIDO ROSALES, MARIA BELEM MARTINEZ RODRIGUEZ",CHI127878,AGRICOLA,DIRECCIÓN LOCAL CHIHUAHUA,36333,24000,0,0,1,24000,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE SAUCILLO, LOC. RANCHO LA QUINTA",06CHI125881/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36306,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE SAUCILLO, LOC. RENE CADENA",06CHI125896/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36306,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE SAUCILLO, LOC. AMPLIACION ALTAMIRANO",06CHI125903/24HMGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36306,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE SAUCILLO, LOC. TACUBAYA",06CHI125904/24HMGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36306,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE SAUCILLO, LOC. CARBONERAS",06CHI125905/24HLGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36306,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE SAUCILLO, LOC. RAMON GALLEGOS",06CHI125908/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36306,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE SAUCILLO, LOC. SAN CARLOS",06CHI125913/24HMGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36306,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE SAUCILLO, LOC. RIO",06CHI125915/24HMGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36306,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE SAUCILLO, LOC.: CAMPO DE GOLF",06CHI126003/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36306,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE SAUCILLO, LOC. EL PARAISO",06CHI125882/24HMGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36306,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE SAUCILLO, LOC. LA RABONA",06CHI125892/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36306,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE SAUCILLO, LOC. REFUGIO ATILANDO",06CHI125895/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36306,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE SAUCILLO, LOC. LA TORTOLA",06CHI125917/24HMGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36306,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE ROSALES, LOC.: CLUB DE TIRO LOBINA NEGRA",06CHI126083/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36306,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE SAUCILLO, LOC. EL PALOMAR",06CHI125885/24HLGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36306,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE SAUCILLO, LOC. KM 39",06CHI125886/24HMGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36306,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE SAUCILLO, LOC. EL MEMBRILLO",06CHI125888/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36306,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE SAUCILLO, LOC. EL MINERO",06CHI125889/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36306,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE SAUCILLO, LOC. EL MIRADOR",06CHI125890/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36306,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE SAUCILLO, LOC. LOS PINOS",06CHI125891/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36306,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE SAUCILLO, LOC. SAN FCO. DEL MEZQUITAL",06CHI125897/24HPGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36306,2625,0,0,1,2625,0,0,0,0
831,"PRESIDENCIA MUNICIPAL DE SAUCILLO, LOC. LAS PALMERAS",06CHI125906/24HLGE98,PUBLICO URBANO,DIRECCIÓN LOCAL CHIHUAHUA,36306,2625,0,0,1,2625,0,0,0,0
